name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
hooded e.,Australia 72 reviews 28 helpful votes,Australia ,Nike Review,"I absolutely love Nike designs! Their logo is very minimal which I love, and doesn't take up too much attention on the design of their clothes. Their shoes are so comfortable and durable - mine has lasted for years, and still feels like I'm walking on a cloud. I would 100% recommend purchasing from Nike!",March 5 2021,5/3/2021,Helpful (0),0,,,5,5,5,0,0,5
Tom P.,GB 1 review 14 helpful votes,GB,Terrible service and inventory management,"Terrible service from this huge company who should know better. Ordered some trainers in the Black Friday sales - they then hung on to my order until the sales were over only to tell me that, although their website stated my size was in stock, they didn't have them in stock and that their website does not always truly reflect the reality of what items they have in their warehouse. All the other sites I could have ordered the same shoes from are now out of stock so I lost out due to very poor inventory management from Nike.com. I have never had this problem shopping elsewhere - other big companies such as Amazon are able to get the basics of online shopping in place to ensure the experience for the customer gives them confidence to return in the future. I will not be shopping at Nike.com anymore as it is too risky.",December 6 2019,6/12/2019,Helpful (14),14,,,1,0,0,0,0,0
Cheryl A.,Colorado 1 review 0 helpful votes,Colorado,Terrible quality shoes,"I bought my daughter Nike WinFlo 9's in Aug. By Nov., they squeaked so bad, the kids at school make fun of her. They were $100 so she still has to wear them! When I called to see if Nike would make it right, they said the shoes probably got WET so it's not considered a defect. Morale of the story is, don't buy Nike shoes if you plan to wear them outside where they might get wet.",January 31 2023,31/1/2023,Helpful (0),0,,,1,1,1,0,1,1
Nikki B.,California 1 review 2 helpful votes,California,"Poor Quality, Over Priced, and Crap Service","Nike only wants your money and they don't care about keeping you as a long term customer. Delayed shipping (over 8 weeks) and products still have not shown up, canned responses from reps online and on the phone, and not a care in the world if you show them their poor quality. Save your money and spend it elsewhere.",May 3 2022,3/5/2022,Helpful (2),2,Don�t waste your time and money,Football cleats,1,1,1,1,0,1
Nemka N.,Israel 1 review 3 helpful votes,Israel,"Received someone else's order, no responsibility taken by Nike","I received someone else's order. Contacted Nike's support, sent them proof in the form of pics of the package and its contents. They told me that to get a refund I have to do a return, and only after their confirmation I will get it. I reluctantly agreed. Their carrier did not show up on the scheduled date. I was a returning customer (this was my 9th order), they should have refunded me first and then handle the return at their own pace, but Nike did not take responsibility for sending me the wrong items.",January 6 2021,6/1/2021,Helpful (3),3,,,1,4,3,1,1,4
Gabby M.,Pennsylvania 2 reviews 0 helpful votes,Pennsylvania,"Excellent fitness app for anyone, no matter age or fitness level",,March 29 2017,29/3/2017,Helpful (0),0,,,5,0,0,0,0,0
Jessica Z.,Kansas 1 review 3 helpful votes,Kansas,Cancelled order online,I had an online order 2 days ago and I look today to check the tracking and be my guest Nike canceled my order. Now my son has no school shoes because you all can't get your system correct. You make all this money for a system that don't work or staff steals half the new release. I will no longer order anything from online. Your system sucks!,August 6 2023,6/8/2023,Helpful (3),3,,None there online system to purchase is weak,1,1,1,1,1,1
Eugene D.,Nebraska 1 review 1 helpful vote,Nebraska,Nike.com is the worse company ever,Worse company ever orders are always late or damaged customer service and mangers are worthless they never fix the problem they just make it worse corporate is a joke and I'm done spending my money with a company that does not value its customers or there hard earned money spent with there company I collect Jordan's the box is part of the value of the shoes. The worse thing about this company is management they never fix anything just piss you off so goodbye Nike hello adidas,December 9 2022,9/12/2022,Helpful (1),1,"The company is horrible about dealing with customers
",Shoes,1,1,1,1,1,0
Charlie B.,Australia 1 review 0 helpful votes,Australia,Nike id are awesome,,April 19 2017,19/4/2017,Helpful (0),0,,,5,0,0,0,0,0
Ruben C.,Colombia 1 review 0 helpful votes,Colombia,"I bought a Nike Air Zoom SuperRep 2, Invoice ID C*******233, received by mail yesterday 7-15-2021.","The shoes came with the tag size 10.5 and they dont fit. Noway they are 10.5. Maybe they made them to run smaller, that is on NIKE. I have bought nike shoes for more than 20 years and never had this issue. I called nike over the phone at *******453 and had a terrible customer service experienced and hanged up the call. Maybe I need to try adidas or underarmour next time...",July 17 2021,17/7/2021,Helpful (0),0,,,1,0,0,0,0,0
Osmin P.,Florida 1 review 19 helpful votes,Florida,Nike stole my money and left me with nothing,I just can't believe that Nike com is existing now. They are scammers! I will also now take a chance to report my case to authorities and I'll do my best to surcharge my money! So my situation was simple. They don't deliver my order then tell me to wait for 3-5 days. I waited for 8 days actually and I've got an email about my refund. I walked to a Nike store near my place and tried to use my gift cards used for the original order. But an employee told me that my gift cards were cancelled! That's unbelievable! Now they don't deliver my shoes and also STOLE my gift cards.,February 9 2020,9/2/2020,Helpful (19),19,,,1,0,0,0,0,0
Jennifer N.,Michigan 1 review 0 helpful votes,Michigan,Does not care about scams,"Nike does not care about helping you out of a scam. I was told I was out of luck because even though I had the $500 card canceled immediately after purchase, they said a purchase was made. They did not track down the person who supposedly bought something. They were also unable to reissue me a new card. Think twice before giving them your business.",February 1 2023,1/2/2023,Helpful (0),0,Don't shop there. Go to New Balance instead.,I bought a $500 card and was unable to use it,1,0,1,0,1,0
A L.,Hong Kong 3 reviews 19 helpful votes,Hong Kong,Ordering issue but bumped into great CS,"I tried to order this pair of sneakers for about 2 weeks. It took such a long time because the website could not process the order, then had issues with payment (I used PayPal). I contacted CS twice and the 1st time, they said they will check and responded with the issue quite quickly. The second, Brian, seriously an angel of a CS rep. If Nike.com had to give employee of the year, should be him. He was extremely patient, and even though the website was not the greatest, he tried to process the order any way. When he tried a few times, and the website failed to work, he gave a small discount code for my purchase when the website could be up and running again. Not only did he solve my issue but also was quite friendly right from the beginning. This CS rep made me return to Nike.com for another order.",June 1 2018,1/6/2018,Helpful (13),13,,,4,0,0,0,0,0
Patricia M.,Ohio 1 review 1 helpful vote,Ohio,Customer service/return,So called nike today because they sent me damaged shoes wanted to exchange them by the way this is now the second pair that has happened to all of a sudden they change their policy we have to send the shoes back wait until they receive the old ones then they will send out the new ones so we paided all that money for a good pair of shoes the first time and now we have to wait I would not recommend buying any shoes off the web if you can get them in a store Don't get them they don't care what they send out nike is going down hill for sure,November 28 2022,28/11/2022,Helpful (1),1,,,1,0,0,0,0,0
